url,segment_no,cumle_icerigi,sozcuk_sayisi
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,65,bu millet devlet kaynaşması barışması buluşması diyebileceğimiz fırsatı sayın erdoğan arkadaşları yerine getirmedi cumhuriyet in kuruluş anından itibaren ihtilaf sahaları var,21
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,66,sayın erdoğan ihtilaf sahalarını derinleştirerek oy alan bir algoritmaya sahip,10
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,67,yani bir siyasetçi olarak geldiği gelenek benzeri bir gelenek ifadelerini kullanan akşener ak parti seçildiğinde abdullah gül arayarak çok önemli bir fırsat var önünüzde,24
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,68,bu millet devlet barışmasını lütfen sağlayın dediğini hatırlattı şerif mardin in cumhuriyet trenine mütegallibe bindi,15
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,69,bürokrasi bindi,2
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,70,halk binemedi sözünü hatırlatan i̇yi̇ parti genel başkanı bu millet devlet kaynaşması barışması buluşması diyebileceğimiz fırsatı sayın erdoğan arkadaşları yerine getirmediler fırsatı değerlendirmediler işlerine öyle geldi yorumuunu yaptı,28
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,71,suriyeli sığınmacıları vatanlarına göndermek kaydıyla bir çözüm üretmeleri gerekiyor türkiye deki suriyeli göçmenler milyar dolar harcandığını belirten akşener kişilerin güvenli şekilde ülkelerine gönderilmesi çözüm üretilmesi gerektiğini savundu,27
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,72,independent türkçe the independentturkish,4
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,0, milyon nüfuslu türkiye milyon civarında öğrenci bulunuyor türk eğitim derneği düşünce kuruluşu tedmem verilerine göre türkiye ortaokul lise seviyelerinde yaklaşık milyon bin öğrenciye açık öğretim üniversite seviyesinde yaklaşık milyon öğrenciye uzaktan eğitim açık öğretim verme tecrübesine sahip ancak ölçekte öğrenciye ilk uzaktan eğitim veriliyor uzaktan eğitimde süre ay uzatıldıgeçen gün açıklama yapan milli eğitim bakanı ziya selçuk un verdiği bilgiye göre koronavirüs tedbirleri kapsamında uygulanan uzaktan eğitim mayıs kadar sürdürülecek bu tarihten sonraki döneme ilişkin durum yeni tip koronavirüs kovid salgınının sona erip ermemesine göre şekillenecek i̇lk dönemin notları geçerlisınıf geçmede öğrenciler ilk dönemden sorumlu olacak ortalama gözetilmeksizin bir üst sınıfa geçiş sağlanacak ancak türkiye hala evinde televizyon bilgisayar tablet ve veya internet erişimi olmayan çocukların varlığı sebebiyle uzaktan eğitimin eğitimde fırsat eşitsizliğini körüklediği tartışmaları sürüyor,126
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,1,uzaktan eğitim fırsat eşitliğine darbe vurmayacak telafi süreçleri yaşanacak milli eğitim bakanlığı meb çeşitli sivil toplum kuruluşları stk başta olmak üzere pek oluşumun konuda çalıştığını belirten türk eğitim derneği genel başkanı selçuk pehlivanoğlu elbette herkese ulaşmak mümkün değil yorumunu yaptı ancak pehlivanoğlu uzaktan eğitimin fırsat eşitliğine darbe vurmadığını savundu fırsat eşitliğine darbe vurması ancak eba tv internet erişimi telafi eğitimi sonucunda kesim kazanımlar eşitlenmezse doğar,65
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,2,ama sayın bakan ziya selçuk un söylediği yaş gruplarına bölgelere göre farklı telafi süreçleri yaşanacak,15
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,3,çocuklar yüz yüze telafi okula döndüklerinde bir kazanım testi yapılacak müfredatla ilgili eksiklikleri tespit edilecek ona göre bir telafi süreci yaşanacak mayıs sonrasında olacağını pandeminin sona ermesine bağlı olduğunu belirten pehlivanoğlu salgın sona erer öğrenciler haziran ayında gün bile okula gidip karne alsa bir kazançtır yorumunu yaptı,47
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,4, yaş altına uzaktan eğitim uygun değil,6
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,5,uzaktan eğitimin yetişkinler uygun bir sistem olduğunu belirten selçuk pehlivanoğlu okulun çocuk gelişimine katkısı vardır,15
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,6,öğrencilerin okulda bir araya gelerek iletişimi paylaşımı sosyal duygusal gelişimi önemli,11
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,7,özellikle yaş altına uzaktan eğitim uygun değil salgın nedeniyle bir zorunluluk söz konusu oldu,14
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,8,ancak meb uzaktan eğitimin gelecek dönemlerde eğitimin bir parçası olduğunu öngördüğünden alanda çalışıyordu,13
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,9,bakanlık şarta alternatife hazır ifadelerini kullandı,6
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,10,türkiye sınıfta kalma oranı zaten düşük sınıf geçme durumuna ilişkin selçuk pehlivanoğlu bu dönem nota dönüştürülecek bir süreç değil derken türkiye hali hazırda sınıfta kalma oranının düşük olduğunu hatırlattı,29
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,11,veliler öğretmenlerden televizyon sunucusu performansı beklemesin pehlivanoğlu velilere çağrıda bulundu öğretmenlerin ciddi bir kısmı yoruldu hazırlıklı olmadıkları bir süreci yönetmeye çalışıyorlar,21
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,12,dünya hazırlıklı değildi,3
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,13,hiç kimsenin öğretmenlerden bir televizyon sunucusu performansı beklememesi gerekir,9
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,14,yetkin öğretmen olmak bire bir dokunmadığınız öğrencilere ders anlatmak farklıdır,10
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,15,velilerin öğretmenlerin diksiyon vücut diline bakmaktansa onlara güvenmeleri gerekir,9
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,16,z nesli sıkılıyor yasağa karşı isyankar türk eğitim derneği genel başkanı selçuk pehlivanoğlu yeni nesle ilişkin tespitte bulundu z nesli internetle büyüdü,22
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,17,biz yetişkinlere göre evde sıkılıyorlar yasağa karşı isyankarlar,8
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,18,sağlık bakanlığı bilim kurulu na danışarak çocukların azından hafta sonları apartmanlarının önüne çıkıp nefes almasına izin verilebilir pehlivanoğlu burslu öğrenci sayısının artırılması gerektiğini sözlerine ekledi,25
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,19,uzaktan eğitimde fırsat eşitsizliğinin derinleştiğini gördük eğitim sen genel başkanı feray aytekin doğan fırsat eşitsizliği konusunda selçuk pehlivan la farklı görüşte örgün eğitimde yaşanan eşitsizliklerin uzaktan eğitimle derinleştiğini ileri süren doğan büyük mağduriyetin sınava hazırlanan öğrencilerde olduğunu savundu uzaktan eğitim başlamadan önce kamu kaynakları kamu kullanılmalı uyardık,47
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,20,i̇htiyaç sahibi öğrencilere sınırsız internet erişimi bilgisayar tablet tv erişimi tespit edilsin eksiklikler giderilsin dedik,15
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,21,ancak uzaktan eğitimde fırsat eşitsizliğinin derinleştiğini gördük,7
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,22,kırsal kesimde yaşayan öğrenciler fiziksel engelliler dezavantajlı grupların eşitsizliği büyüyor,10
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,23,evinde televizyonu bilgisayarı internet erişim imkanı olmayan çocuklar var hala,10
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,24,meb in kendi raporunda eşitsizliğe değiniliyor,6
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,25,uzaktan eğitimde özellikle sınava hazırlanan öğrenciler açısından eşitsizlik yaşandı,9
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,26,kamu özel okul arasında eşitsizlik var,6
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,27,sosyo ekonomik durumu düşük olan ailelerin olduğu yerlerde eğitimden donanıma pek eksiklik var,13
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,28,bu eksiklikleri eşitsizliği uzaktan eğitimde derin şekilde yaşadık,8
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,29,en mağdur kesim milyona yakın mülteci çocuk yurtdışındaki çalışmalara değinen doğan abd bin öğrenciye hızlıca cihaz dağıtıldı bine dağıtılacak,19
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,30,dünyada böyle örnekler var dedi feray aytekin doğan uzaktan eğitimde mağdur olan kesimin sayıları milyona yaklaşan mülteci çocuklar olduğunu sözlerine ekledi,21
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,31,lgs yks nin biçiminin içeriğinin doğru olmadığını düşünüyoruz liselere geçiş sistemi lgs sınavı yükseköğretim kurumları sınavının yks zaman gerçekleştirileceği merak konusu ancak sınav sistemini sadece tarih bakımından ele almanın yeterli olmadığını savunan feray aytekin doğan sınav öğrencilerin geleceklerini belirleyen bir değer,41
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,32,ancak ölçme değerlendirmenin lgs yks nin biçiminin içeriğinin doğru olduğunu düşünmüyoruz,11
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,33,sınavın yanı sıra pek kritere bakılıyor yurt dışında,8
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,34,türkiye böyle olmalı,3
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,35,soruların zorluk derecesi içerik sonuç değerlendirmesine yönelik bir planlama yapılmalı dedi,11
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,36,bakanlık çalışmalarını imam hatipleşme meslek liselileştirme üzerine yaptı salgın sona ermeden sınavların yapılmasının okulların açılmasının büyük risk teşkil ettiğine değinen doğan türkiye deki okullaşma politikasının hatalı olduğunu ileri sürdü bu sene ün yılı,33
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,37,liseye geçecek öğrenci sayımız yüzde artmış durumda yeterli okul yok,10
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,38,seçmen tercihine bakılmaksızın türkiye ilk tercih fen liseleri güzel sanatlar sosyal bilimler spor liseleri anadolu liseleri,16
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,39,oysa bakanlık çalışmalarını imam hatipleşme meslek liselileştirme üzerine yaptı,9
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,40,okullaşma politikasının sonuçları ağır oluyor,5
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,41, milyon öğrenci açıkta kalıyor örgün eğitimde olması gerekirken istediği okula yerleşemediğinden açık öğretime yerleşebiliyor,14
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,42,örgün eğitimin içinde bir eğitime dönüşüyor açık öğretim,8
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,43, sınıf öğrencileri veliler üzerinden veri çalışması yapabilir milli eğitim,9
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,44,öğrencilerin lise tercihinde ilk sırası nedir,6
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,45,birinci tercih akademik liseler,4
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,46,tercih edilmeyen okul türleri boş kalıyor akademik liselere dönüştürülmelidir,9
https://www.indyturkish.com/node/172036/haber/uzaktan-eğitimin-merak-edilen-yönleri-televizyonu-bilgisayarı-olmayan-çocukların,47,the independentturkish,2
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,0,türkiye de ilk vaka görüldüğünden yana salgınla mücadelede önde görev yapan sağlık çalışanları yaklaşık aydır gece gündüz çalışıyor salgın süresince aileleriyle görüşemeyen yoğun mesailer sonucu eve gidemeyen sağlık personelleri fiziksel psikolojik olarak zorlu bir süreç yaşıyor haberlere konu olan türk doktorların çelikten yapılmış sinirleri var sözünü independent türkçe koronavirüs sürecinde ön saflarda mücadele veren hekimlerle konuştu,56
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,1,nefes alıp vermekte bile zorlandığınız bir süreci sürekli yaşıyoruz salgın sürecinin metre kısa mesafe koşusu olmadığını bir maraton olduğunu söyleyen acil tıp uzmanları derneği atuder yönetim kurulu başkanı başar cander dolayısıyla günler geçtikçe normal olan birçok anormal hissedilmeye başlanıyor,39
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,2,zaten süreçte anormal olan birçok var dedi,7
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,3,özellikle bunu ifade ediyorum bütün müdahalelerin ilk şartı güvenlik diyen cander şöyle devam etti güvenlik olması içinde öncelikle koruyucu kıyafetlerin giyilmesi şart,22
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,4,ne kadar acil müdahale ederseniz edin mutlaka koruyucu kıyafetle başlamanız gerekiyor,11
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,5,dolayısıyla öncelikle koruyucu kıyafetlerin alışık olmadığımız tarzda hareketi zorlaştıran bir yapısı var dahası hareketinizi zorluyor fiziksel olarak sürekli terleme sıcak altında kalma sorunlar var,24
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,6,dolayısıyla hareketi zor olan nefes alıp vermekte bile zorlandığınız bir süreci sürekli yaşıyorsunuz,13
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,7,fiziksel olarak bunu tolere etmek kolay bir değil,8
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,8,fiziksel zorluğunun yanında psikolojik zorlukların fazla olduğuna dikkat çeken cander karşınızda sürekli aynı kıyafette insanlar görüyorsunuz sürekli aynı ortam size risk altında olduğunuzu hatırlatıyor,24
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,9,dahası ülkenin içinde bulunduğu zor şartları sizin omuzlarınıza yüklendiğini hatırlatıyor şeklinde konuştu,12
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,10,bu süreçte karşınızdaki kişiyi tanıyamıyorsunuz diyen cander şunları kaydetti görüntü farklı olarak algılanıyor,13
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,11,mesela bizim alışık olduğumuz çalışma arkadaşlarımızı sürekli yanımızda gördüğümüz görüntü kaybolmuş durumda,12
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,12,dolayısıyla aynı görüntüde insanlar destek bile göremiyorsunuz,7
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,13,ancak sesten birbirimizi tanımaya çalışıyoruz,5
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,14,ben defalarca asistanıma uzmanıma sen kimsin,6
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,15,soruyorum,1
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,16,bu süreç gerçekten psikolojik olarak yıpratıcı yüzde burunda yaralar oluşabiliyor maske kullanımının zorluğuna dikkat çeken cander konuşmakta zorlanıyorsunuz,18
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,17,sürekli onlarla çalışmak zorundasınız,4
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,18,bunların tabii koruyucu özellikleri olmak zorunda sert takması zor dedi,10
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,19,maskeden dolayı yüzde burunda yaralar oluşabilediğini bunların fiziksel psikolojik olarak etkilediğini vurgulayan cander tabii süreçte bir aileyle olan iletişim var,20
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,20,aileyle kendi çocuklarınız eşiniz anne babanızdan uzak kalmak zorundasınız,9
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,21,bir sorumluluk hissediyorsunuz,3
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,22,yanlarına gidince bir bulaştırır mıyım,5
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,23,psikolojisi kötü bir psikoloji,4
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,24,bu sefer ayrı kalıyorsunuz çocuklar küçükse anlatamıyorsunuz dedi,8
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,25,amerika acil tıpta tanınmış bir şef dr lorna breen psikolojiyi kaldırmadığı intihar etmiş cander gün bir şekilde geçer ancak süreç belirsiz uzadıkça sinirler yıpranıyor,24
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,26,dolayısıyla sizin yaşantınızı etkiliyor,4
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,27,ama bunu işinize yansıtmamak zorundasınız konuştu,6
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,28,cander şöyle devam etti ben özellikle bunun sağlık bakanlığı nın özel bir birim oluşturmasını istiyorum,15
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,29,çünkü savaşı sağlık personelleriyle veriyoruz,5
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,30,bu personeli bir iki değil sürekli motive edecek,8
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,31,çalışma stratejileri oluşturacak birimler oluşturması gerekiyor,6
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,32,çünkü süreç uzayıp belirsizlik devam edecek,6
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,33,çocuğunuzdan ayrısınız gidemiyorsunuz,3
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,34,evinize gidemiyorsunuz,2
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,35,bütün bunlar ciddi bir tükenme sendromuna yol açabiliyor,8
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,36,bizde böyle bir olmadı amerika acil tıpta tanınmış bir şef dr lorna breen psikolojiyi kaldırmadığı intihar etmiş,17
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,37,dışarıya karşı güçlüyüz içimizde fırtınalar kopuyor bazen bir yapamadığınız insanları kurtaramamanın verdiği sorumluluk eklenince zorlaşıyor diyen cander hata yapamıyorsunuz hata yapmamak zorundasınız,22
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,38,her hatanın insan sağlığıyla ilgili bir bedeli oluyor,8
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,39,bütün bunlar üst üste gelince amerika dakiler haber yapıyor türk doktorların çelik sinirleri var,14
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,40,dışarıya karşı güçlüyüz içimizde fırtınalar kopuyor,6
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,41,bunları dindirmek zorunda kalıyoruz,4
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,42,yani böyle yıpratıcı bir süreç var dedi,7
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,43,sağlık çalışanlarına aylık tatiller verilmeli yılını etkileyecek kadar etkisi olduğunu belirten cander sözlerini şöyle sürdürdü dolayısıyla bunun planlanması lazım,19
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,44,yani anda kendim yorgunum,4
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,45, ayın ciddi bir yorgunluğu var,5
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,46,yani bittikten sonra sonraki sürecin planlanması gerekiyor,7
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,47,vücuda verdiği psikolojik fizyolojik zararın aza indirecek çalışma planlamalarını gelecek yılları kapsaması lazım travma atlatılsın,15
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,48,yani onun aylık tatiller verilmeli böyle bir stratejiye gidilmeli,9
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,49,i̇nsanların yaşadıklarını anlatmaları zor,4
https://www.indyturkish.com/node/171666/sağlik/türkiyede-salgınla-en-önde-mücadele-eden-doktorlar-anlattı-dışarıya-karşı,50,birçok hekim gün çocuğunu görmiyor,5
